,location,total_sqft,bath,price,bhk
2577,Haralur Road,1520.0,2.0,96.0,3.0
2578,Haralur Road,1300.0,2.0,75.0,2.0
2579,Haralur Road,2017.0,2.0,125.0,3.0
2580,Haralur Road,1243.0,2.0,46.0,2.0
2581,Haralur Road,1027.0,2.0,44.0,2.0
2582,Haralur Road,2805.0,5.0,160.0,4.0
2583,Haralur Road,1243.0,2.0,46.0,2.0
2584,Haralur Road,1027.0,2.0,44.0,2.0
2585,Haralur Road,2017.0,3.0,105.0,3.0
2586,Haralur Road,1243.0,2.0,46.0,2.0
2587,Haralur Road,1243.0,2.0,46.0,2.0
2588,Haralur Road,1520.0,2.0,90.0,3.0
2589,Haralur Road,1300.0,2.0,60.0,2.0
2590,Haralur Road,1985.0,3.0,130.0,3.0
2591,Haralur Road,1056.0,2.0,60.0,2.0
2592,Haralur Road,1140.0,2.0,42.0,2.0
2593,Haralur Road,1245.0,2.0,62.0,2.0
2594,Haralur Road,1140.0,2.0,58.0,2.0
2595,Haralur Road,1140.0,2.0,42.0,2.0
2596,Haralur Road,1027.0,2.0,43.0,2.0
2597,Haralur Road,1194.0,2.0,47.0,2.0
2598,Haralur Road,1194.0,2.0,47.0,2.0
2599,Haralur Road,1560.0,3.0,90.0,3.0
2600,Haralur Road,1520.0,2.0,85.0,3.0
2601,Haralur Road,1243.0,2.0,45.0,2.0
2602,Haralur Road,1027.0,2.0,44.0,2.0
2603,Haralur Road,1194.0,2.0,46.0,2.0
2604,Haralur Road,1650.0,3.0,100.0,3.0
2605,Haralur Road,1580.0,3.0,73.0,3.0
2606,Haralur Road,1243.0,2.0,46.0,2.0
2607,Haralur Road,1194.0,2.0,47.0,2.0
2608,Haralur Road,2805.0,4.0,154.0,4.0
2609,Haralur Road,1520.0,2.0,96.0,3.0
2610,Haralur Road,1510.0,3.0,83.05,3.0
2611,Haralur Road,1056.0,2.0,65.0,2.0
2612,Haralur Road,1810.0,3.0,100.0,3.0
2613,Haralur Road,1243.0,2.0,46.0,2.0
2614,Haralur Road,575.0,1.0,38.0,1.0
2615,Haralur Road,1194.0,2.0,46.0,2.0
2616,Haralur Road,1243.0,2.0,46.0,2.0
2617,Haralur Road,1194.0,2.0,46.0,2.0
2618,Haralur Road,1140.0,2.0,43.0,2.0
2619,Haralur Road,1850.0,3.0,120.0,3.0
2620,Haralur Road,1194.0,2.0,47.0,2.0
2621,Haralur Road,1194.0,2.0,47.0,2.0
2622,Haralur Road,1464.0,3.0,56.0,3.0
2623,Haralur Road,1243.0,2.0,46.0,2.0
2624,Haralur Road,1710.0,3.0,85.0,3.0
2625,Haralur Road,1730.0,3.0,95.0,3.0
2626,Haralur Road,1243.0,2.0,46.0,2.0
2627,Haralur Road,1243.0,2.0,46.0,2.0
2628,Haralur Road,1243.0,2.0,46.0,2.0
2629,Haralur Road,1817.0,3.0,110.0,3.0
2630,Haralur Road,1225.0,2.0,77.0,2.0
2631,Haralur Road,1285.0,2.0,78.0,2.0
2632,Haralur Road,1225.0,2.0,67.48,2.0
2633,Haralur Road,1225.0,2.0,69.84,2.0
2634,Haralur Road,1200.0,2.0,46.0,2.0
2635,Haralur Road,1315.0,2.0,85.0,2.0
2636,Haralur Road,1976.0,3.0,92.0,3.0
2637,Haralur Road,1300.0,2.0,75.0,2.0
2638,Haralur Road,1309.0,2.0,82.0,2.0
2639,Haralur Road,1027.0,1.0,44.0,2.0
2640,Haralur Road,1243.0,2.0,46.0,2.0
2641,Haralur Road,1243.0,2.0,46.0,2.0
2642,Haralur Road,1140.0,2.0,43.0,2.0
2643,Haralur Road,1300.0,2.0,75.0,2.0
2644,Haralur Road,1243.0,2.0,46.0,2.0
2645,Haralur Road,1890.0,3.0,84.0,3.0
2646,Haralur Road,1230.0,2.0,67.65,2.0
2647,Haralur Road,1194.0,2.0,46.0,2.0
2648,Haralur Road,1092.0,2.0,44.0,2.0
2649,Haralur Road,1464.0,3.0,56.0,3.0
2650,Haralur Road,1735.0,3.0,97.0,3.0
2651,Haralur Road,1810.0,3.0,97.83,3.0
2652,Haralur Road,1200.0,2.0,46.0,2.0
2653,Haralur Road,1243.0,2.0,46.0,2.0
2654,Haralur Road,1810.0,3.0,112.0,3.0
2655,Harlur,1174.0,2.0,69.0,2.0
2656,Harlur,1197.0,2.0,84.0,2.0
2657,Harlur,1757.0,3.0,132.0,3.0
2658,Harlur,1174.0,2.0,76.0,2.0
2659,Harlur,1754.0,3.0,125.0,3.0
2660,Harlur,1290.0,2.0,85.0,2.0
2661,Harlur,1752.12,3.0,116.0,3.0
2662,Harlur,1754.0,3.0,124.0,3.0
2663,Harlur,1152.0,2.0,69.0,2.0
2664,Harlur,1290.0,2.0,87.0,2.0
2665,Harlur,1749.0,3.0,115.0,3.0
2666,Harlur,2240.0,5.0,155.0,3.0
2667,Harlur,1758.0,3.0,133.0,3.0
2668,Harlur,1884.0,4.0,120.0,4.0
2669,Harlur,1197.0,2.0,79.0,2.0
2670,Harlur,1174.0,2.0,78.0,2.0
2671,Harlur,1730.0,3.0,100.0,3.0
2672,Harlur,1197.0,2.0,79.0,2.0
2673,Harlur,1749.0,3.0,112.0,3.0
2674,Harlur,1174.0,2.0,75.0,2.0
2675,Harlur,1620.0,3.0,110.0,3.0
2676,Harlur,1414.0,3.0,77.5,3.0
2677,Harlur,1630.0,3.0,95.1,3.0
2678,Harlur,1762.0,3.0,133.0,3.0
2679,Harlur,1756.0,3.0,131.0,3.0
2680,Harlur,1755.0,3.0,130.0,3.0
2681,Harlur,1864.0,3.0,140.0,3.0
2682,Harlur,1331.0,2.0,88.0,2.0
2683,Harlur,1756.0,3.0,128.0,3.0
2684,Harlur,1749.0,3.0,120.0,3.0
2685,Harlur,1197.0,2.0,82.0,2.0
2686,Harlur,1303.0,2.0,90.0,2.0
2687,Harlur,1754.0,3.0,132.0,3.0
2688,Harlur,1174.0,2.0,75.0,2.0
2689,Harlur,1197.0,2.0,78.0,2.0
2690,Harlur,1290.0,2.0,89.9,2.0
2691,Harlur,1386.0,2.0,85.0,2.0
2692,Harlur,1174.0,2.0,74.0,2.0
2693,Harlur,1174.0,2.0,78.0,2.0
2694,Harlur,1755.0,3.0,115.0,3.0
2695,Harlur,2820.0,4.0,153.5,4.0
2696,Harlur,2569.0,4.0,175.0,4.0
2697,Harlur,1197.0,2.0,77.0,2.0
2698,Harlur,1752.12,3.0,125.0,3.0
2699,Harlur,2569.0,5.0,180.0,4.0
2700,Harlur,1197.0,2.0,76.0,2.0
2701,Harlur,1197.0,2.0,75.0,2.0
2702,Harlur,1755.0,3.0,117.0,3.0
2703,Harlur,1197.0,2.0,79.9,2.0
2704,Harlur,2990.0,4.0,225.0,4.0
2705,Harlur,1370.0,2.0,88.0,2.0
2706,Harlur,1335.0,2.0,72.76,2.0
2707,Hebbal,1760.0,2.0,123.0,3.0
2708,Hebbal,5611.5,4.0,477.0,4.0
2709,Hebbal,1900.0,3.0,119.0,3.0
2710,Hebbal,1349.0,2.0,98.2,2.0
2711,Hebbal,2483.0,5.0,212.0,4.0
2712,Hebbal,1760.0,2.0,130.0,3.0
2713,Hebbal,3450.0,5.0,260.0,3.0
2714,Hebbal,1920.0,3.0,134.0,3.0
2715,Hebbal,1337.0,2.0,82.0,2.0
2716,Hebbal,1349.0,2.0,98.0,2.0
2717,Hebbal,1255.0,2.0,77.68,3.0
2718,Hebbal,1355.0,3.0,83.87,3.0
2719,Hebbal,1790.0,3.0,127.0,3.0
2720,Hebbal,687.325,2.0,42.72,2.0
2721,Hebbal,2790.0,5.0,198.0,4.0
2722,Hebbal,1985.0,4.0,189.0,3.0
2723,Hebbal,2483.0,5.0,215.0,4.0
2724,Hebbal,1080.0,2.0,54.0,2.0
2725,Hebbal,812.0,2.0,55.0,2.0
2726,Hebbal,2790.0,4.0,198.0,4.0
2727,Hebbal,3067.0,4.0,230.0,4.0
2728,Hebbal,3067.0,4.0,230.0,4.0
2729,Hebbal,1255.0,2.0,77.68,3.0
2730,Hebbal,823.0,2.0,50.63,2.0
2731,Hebbal,1420.0,2.0,123.0,2.0
2732,Hebbal,1069.0,3.0,65.4,3.0
2733,Hebbal,1420.0,2.0,99.39,2.0
2734,Hebbal,4235.0,4.0,365.0,4.0
2735,Hebbal,1700.0,3.0,124.0,3.0
2736,Hebbal,3960.0,5.0,386.0,4.0
2737,Hebbal,1420.0,2.0,99.39,2.0
2738,Hebbal,1355.0,3.0,83.87,3.0
2739,Hebbal,1440.0,2.0,115.0,2.0
2740,Hebbal,1355.0,3.0,83.87,3.0
2741,Hebbal,2400.0,4.0,180.0,3.0
2742,Hebbal,1255.0,2.0,77.68,3.0
2743,Hebbal,1420.0,2.0,107.0,2.0
2744,Hebbal,1320.0,2.0,92.0,2.0
2745,Hebbal,919.0,2.0,49.0,2.0
2746,Hebbal,1645.0,3.0,135.0,3.0
2747,Hebbal,2080.0,3.0,175.0,3.0
2748,Hebbal,1355.0,3.0,83.87,3.0
2749,Hebbal,2483.0,5.0,230.0,4.0
2750,Hebbal,2600.0,3.0,195.0,3.0
2751,Hebbal,1645.0,3.0,117.0,3.0
2752,Hebbal,1251.0,2.0,88.73,2.0
2753,Hebbal,1645.0,3.0,121.0,3.0
2754,Hebbal,1760.0,3.0,123.0,3.0
2755,Hebbal,2790.0,4.0,198.0,4.0
2756,Hebbal,3960.0,5.0,386.0,4.0
2757,Hebbal,1645.0,3.0,120.0,3.0
2758,Hebbal,1255.0,2.0,90.0,3.0
2759,Hebbal,1645.0,3.0,117.0,3.0
2760,Hebbal,1255.0,3.0,77.68,3.0
2761,Hebbal,1586.0,3.0,90.0,3.0
2762,Hebbal,1636.0,3.0,119.0,3.0
2764,Hebbal,1255.0,2.0,95.0,3.0
2765,Hebbal,2790.0,4.0,198.0,4.0
2766,Hebbal,1269.0,2.0,73.0,3.0
2767,Hebbal,1255.0,2.0,95.0,3.0
2768,Hebbal,1088.0,2.0,61.45,2.0
2769,Hebbal,1349.0,2.0,97.8,2.0
2770,Hebbal,1255.0,3.0,77.68,3.0
2771,Hebbal,1344.0,2.0,108.0,2.0
2772,Hebbal,1255.0,2.0,90.0,3.0
2773,Hebbal,1255.0,3.0,77.68,3.0
2774,Hebbal,1138.0,2.0,110.0,2.0
2775,Hebbal,2790.0,5.0,204.0,4.0
2776,Hebbal,1088.0,2.0,62.0,2.0
2777,Hebbal,1987.0,4.0,165.0,3.0
2778,Hebbal,2790.0,5.0,198.0,4.0
2779,Hebbal,1299.0,2.0,100.0,2.0
2780,Hebbal,1200.0,2.0,60.0,2.0
2781,Hebbal,1645.0,3.0,117.0,3.0
2782,Hebbal,1390.0,2.0,95.0,2.0
2783,Hebbal,1333.0,2.0,100.0,2.0
2784,Hebbal,1355.0,3.0,83.87,3.0
2785,Hebbal,2650.0,4.0,199.0,3.0
2786,Hebbal,1800.0,3.0,140.0,3.0
2787,Hebbal,1860.0,3.0,95.0,3.0
2788,Hebbal,2470.0,4.0,203.0,4.0
2789,Hebbal,1255.0,2.0,95.0,3.0
2790,Hebbal,1333.0,2.0,104.0,2.0
2791,Hebbal,1645.0,3.0,117.0,3.0
2792,Hebbal,2600.0,3.0,199.0,3.0
2793,Hebbal,1345.0,2.0,97.0,2.0
2794,Hebbal,1110.0,3.0,59.0,3.0
2795,Hebbal,985.0,2.0,62.0,2.0
2796,Hebbal,1320.0,2.0,91.0,2.0
2797,Hebbal,2388.0,3.0,195.0,3.0
2798,Hebbal,1040.0,2.0,55.0,2.0
2799,Hebbal,1315.0,3.0,65.0,3.0
2800,Hebbal,2600.0,3.0,195.0,3.0
2801,Hebbal,2630.0,5.0,188.0,4.0
2802,Hebbal,2790.0,5.0,198.0,4.0
2803,Hebbal,1645.0,3.0,113.0,3.0
2804,Hebbal,1355.0,3.0,83.87,3.0
2805,Hebbal,1420.0,2.0,99.39,2.0
2806,Hebbal,1590.0,3.0,96.0,3.0
2807,Hebbal,3520.0,5.0,320.0,3.0
2808,Hebbal,1162.0,2.0,69.0,2.0
2809,Hebbal,1100.0,2.0,60.0,2.0
2810,Hebbal,4235.0,5.0,364.0,4.0
2811,Hebbal,1299.0,2.0,97.0,2.0
2812,Hebbal,1255.0,3.0,77.68,3.0
2813,Hebbal,2470.0,5.0,192.0,4.0
2814,Hebbal,1645.0,3.0,117.0,3.0
2815,Hebbal,1920.0,3.0,134.0,3.0
2816,Hebbal,3520.0,5.0,240.0,3.0
2817,Hebbal,1920.0,3.0,150.0,3.0
2818,Hebbal,2375.0,4.0,189.0,4.0
2819,Hebbal,1420.0,2.0,99.26,2.0
2820,Hebbal,1252.0,2.0,92.0,2.0
2821,Hebbal,2790.0,4.0,198.0,4.0
2822,Hebbal,1162.0,2.0,59.0,2.0
2823,Hebbal,1294.0,2.0,115.0,2.0
2824,Hebbal,4225.0,6.0,359.0,4.0
2825,Hebbal,1150.0,2.0,57.0,2.0
2826,Hebbal,1740.0,2.0,137.0,3.0
2827,Hebbal,1430.0,3.0,85.0,3.0
2828,Hebbal,1662.0,3.0,155.0,3.0
2829,Hebbal,2250.0,3.0,219.0,3.0
2830,Hebbal,1349.0,2.0,98.0,2.0
2831,Hebbal,4000.0,6.0,370.0,4.0
2832,Hebbal,1349.0,2.0,96.8,2.0
2833,Hebbal Kempapura,1700.0,3.0,155.0,3.0
2834,Hebbal Kempapura,1800.0,3.0,175.0,3.0
2835,Hebbal Kempapura,2900.0,4.0,300.0,3.0
2836,Hebbal Kempapura,3522.0,3.0,380.0,3.0
2837,Hebbal Kempapura,2280.0,5.0,200.0,5.0
2838,Hebbal Kempapura,1200.0,2.0,125.0,2.0
2839,Hebbal Kempapura,2900.0,4.0,240.0,3.0
2840,Hebbal Kempapura,3900.0,5.0,360.0,4.0
2841,Hebbal Kempapura,1300.0,2.0,102.0,2.0
2842,Hebbal Kempapura,1466.0,2.0,140.0,3.0
2843,Hebbal Kempapura,3900.0,5.0,310.0,4.0
2844,Hebbal Kempapura,1725.0,2.0,165.0,3.0
2845,Hebbal Kempapura,1200.0,3.0,125.0,3.0
2846,Hebbal Kempapura,3408.0,3.0,260.0,3.0
2847,Hebbal Kempapura,1485.0,3.0,132.0,2.0
2848,Hebbal Kempapura,1400.0,2.0,108.0,2.0
2849,Hebbal Kempapura,1800.0,3.0,150.0,3.0
2850,Hebbal Kempapura,2400.0,5.0,200.0,5.0
2851,Hebbal Kempapura,2800.0,5.0,220.0,5.0
2852,Hebbal Kempapura,1785.0,3.0,165.0,3.0
2853,Hebbal Kempapura,3729.0,4.0,384.0,4.0
2854,Hebbal Kempapura,1600.0,3.0,170.0,3.0
2855,Hebbal Kempapura,1730.0,3.0,175.0,3.0
2856,Hebbal Kempapura,2485.0,4.0,198.0,4.0
2857,Hegde Nagar,1569.0,3.0,101.0,3.0
2858,Hegde Nagar,3000.0,7.0,210.0,6.0
2859,Hegde Nagar,2026.0,3.0,132.0,3.0
2860,Hegde Nagar,1801.0,3.0,115.0,3.0
2861,Hegde Nagar,1050.0,1.0,56.0,2.0
2862,Hegde Nagar,1341.0,2.0,97.0,2.0
2863,Hegde Nagar,2112.95,4.0,145.0,3.0
2864,Hegde Nagar,1703.0,3.0,113.0,3.0
2865,Hegde Nagar,1570.0,3.0,105.0,3.0
2866,Hegde Nagar,1801.0,3.0,140.0,3.0
2867,Hegde Nagar,1584.01,3.0,103.0,3.0
2868,Hegde Nagar,1965.0,4.0,125.0,3.0
2869,Hegde Nagar,1200.0,2.0,75.0,2.0
2870,Hegde Nagar,1847.0,3.0,135.0,3.0
2871,Hegde Nagar,1965.0,4.0,132.0,3.0
2872,Hegde Nagar,1703.0,3.0,125.0,3.0
2873,Hegde Nagar,1847.0,3.0,125.0,3.0
2874,Hegde Nagar,2144.6,4.0,145.0,3.0
2875,Hegde Nagar,1718.0,3.0,119.0,3.0
2876,Hegde Nagar,1847.0,3.0,123.0,3.0
2877,Hegde Nagar,1340.0,2.0,72.0,2.0
2878,Hegde Nagar,2087.01,3.0,115.0,3.0
2879,Hegde Nagar,1703.0,3.0,130.0,3.0
2880,Hegde Nagar,2087.01,4.0,135.0,3.0
2881,Hegde Nagar,1718.0,3.0,130.0,3.0
2882,Hegde Nagar,1884.0,4.0,118.0,3.0
2883,Hegde Nagar,1930.0,4.0,122.0,3.0
2884,Hegde Nagar,1584.01,3.0,104.0,3.0
2885,Hegde Nagar,1168.0,2.0,68.0,3.0
2886,Hegde Nagar,2162.03,4.0,129.0,3.0
2887,Hegde Nagar,2087.01,4.0,160.0,3.0
2888,Hegde Nagar,1000.0,2.0,66.0,2.0
2889,Hegde Nagar,1348.0,2.0,80.5,3.0
2890,Hennur,1075.0,2.0,52.0,2.0
2891,Hennur,1255.0,2.0,52.32,2.0
2892,Hennur,1225.0,2.0,57.0,2.0
2893,Hennur,1255.0,2.0,57.5,2.0
2894,Hennur,1259.0,2.0,57.0,2.0
2895,Hennur,1255.0,2.0,53.5,2.0
2896,Hennur,1285.0,2.0,60.0,2.0
2897,Hennur,1285.0,2.0,60.0,2.0
2898,Hennur,1100.0,2.0,60.0,2.0
2899,Hennur,1231.0,2.0,48.0,2.0
2900,Hennur,1255.0,2.0,58.0,2.0
2901,Hennur,1040.0,2.0,42.12,2.0
2902,Hennur,1255.0,2.0,54.5,2.0
2903,Hennur,1041.0,2.0,40.6,2.0
2904,Hennur,1340.0,3.0,54.24,3.0
2905,Hennur,1255.0,2.0,55.5,2.0
2906,Hennur,1260.0,2.0,52.0,3.0
2907,Hennur,1231.0,2.0,50.0,2.0
2908,Hennur,2500.0,5.0,125.0,5.0
2909,Hennur,1160.0,2.0,49.0,2.0
2910,Hennur,2400.0,3.0,135.0,3.0
2911,Hennur,1255.0,2.0,53.5,2.0
2912,Hennur,1255.0,2.0,55.5,2.0
2913,Hennur,1100.0,2.0,44.55,2.0
2914,Hennur,1255.0,2.0,57.5,2.0
2915,Hennur,960.0,2.0,48.0,2.0
2916,Hennur,1020.0,2.0,48.0,2.0
2917,Hennur,1255.0,2.0,52.32,2.0
2918,Hennur,1295.0,2.0,64.0,2.0
2919,Hennur,1935.0,3.0,102.0,3.0
2920,Hennur,1655.0,2.0,70.5,3.0
2921,Hennur,1345.0,2.0,69.0,3.0
2922,Hennur,1255.0,2.0,58.0,2.0
2923,Hennur,1420.0,2.0,62.0,2.0
2924,Hennur,1155.0,2.0,54.5,2.0
2925,Hennur,1255.0,2.0,52.32,2.0
2926,Hennur,1255.0,2.0,52.35,2.0
2928,Hennur,1340.0,2.0,54.27,3.0
2929,Hennur,1255.0,2.0,54.5,2.0
2930,Hennur,1830.0,2.0,113.0,3.0
2931,Hennur,1830.5,3.0,84.205,3.0
2932,Hennur,1255.0,2.0,55.5,2.0
2933,Hennur,1255.0,2.0,53.57,2.0
2934,Hennur,1255.0,2.0,56.5,2.0
2935,Hennur,1050.0,2.0,42.73,2.0
2936,Hennur,1295.0,2.0,62.0,2.0
2937,Hennur Road,2089.0,3.0,140.0,3.0
2939,Hennur Road,5000.0,8.0,250.0,8.0
2940,Hennur Road,1385.0,2.0,83.09,2.0
2941,Hennur Road,1317.5,2.0,63.77,2.0
2942,Hennur Road,1500.0,2.0,62.0,3.0
2943,Hennur Road,2264.0,3.0,159.0,3.0
2944,Hennur Road,1157.0,2.0,84.0,2.0
2945,Hennur Road,1904.0,3.0,120.0,3.0
2946,Hennur Road,1891.0,3.0,109.0,3.0
2947,Hennur Road,1561.0,3.0,95.0,3.0
2948,Hennur Road,1192.0,2.0,60.0,3.0
2949,Hennur Road,2060.0,3.0,149.0,3.0
2950,Hennur Road,1482.0,2.0,92.0,3.0
2951,Hennur Road,1232.0,2.0,89.0,2.0
2952,Hennur Road,1065.0,2.0,42.6,2.0
2953,Hennur Road,1482.0,2.0,83.73,3.0
2954,Hennur Road,1482.0,2.0,87.0,3.0
2955,Hennur Road,1891.0,3.0,139.0,3.0
2956,Hennur Road,1703.0,3.0,101.0,3.0
2957,Hennur Road,1232.0,2.0,69.61,2.0
2958,Hennur Road,987.0,2.0,49.0,2.0
2959,Hennur Road,1804.0,3.0,102.0,3.0
2960,Hennur Road,2160.0,3.0,160.0,3.0
2961,Hennur Road,1186.0,2.0,63.0,3.0
2962,Hennur Road,1680.0,3.0,99.27,3.0
2963,Hennur Road,1065.0,2.0,42.6,2.0
2964,Hennur Road,1385.0,2.0,83.09,2.0
2965,Hennur Road,1186.0,2.0,56.0,3.0
2966,Hennur Road,2350.0,3.0,174.0,3.0
2967,Hennur Road,1586.0,3.0,93.94,3.0
2968,Hennur Road,1975.0,3.0,123.0,3.0
2970,Hennur Road,1290.0,2.0,94.5,3.0
2971,Hennur Road,901.0,2.0,49.5,2.0
2972,Hennur Road,1445.0,3.0,86.56,3.0
2973,Hennur Road,1482.0,2.0,97.0,3.0
2974,Hennur Road,1182.0,2.0,82.5,2.0
2975,Hennur Road,1192.0,2.0,62.0,3.0
2976,Hennur Road,1036.0,2.0,59.46,2.0
2977,Hennur Road,1891.0,3.0,109.0,3.0
2978,Hennur Road,1232.0,2.0,69.61,2.0
2979,Hennur Road,1804.0,3.0,102.0,3.0
2980,Hennur Road,2320.0,3.0,170.0,3.0
2981,Hennur Road,1936.0,3.0,118.0,3.0
2982,Hennur Road,1480.0,2.0,65.0,2.0
2983,Hennur Road,1590.0,3.0,96.5,3.0
2984,Hennur Road,1445.0,2.0,105.0,3.0
2985,Hennur Road,1036.0,2.0,59.45,2.0
2986,Hennur Road,1832.0,3.0,125.0,3.0
2987,Hennur Road,1359.0,2.0,104.0,2.0
2988,Hennur Road,1341.0,2.0,75.76,2.0
2989,Hennur Road,1040.0,2.0,50.0,2.0
2990,Hennur Road,1685.0,3.0,95.0,3.0
2991,Hennur Road,1414.0,2.0,84.18,2.0
2992,Hennur Road,1949.0,3.0,133.0,3.0
2993,Hennur Road,1232.0,2.0,89.0,2.0
2994,Hennur Road,1250.0,2.0,77.88,3.0
2995,Hennur Road,2502.0,4.0,180.0,4.0
2996,Hennur Road,1831.0,3.0,110.0,3.0
2997,Hennur Road,1232.0,2.0,87.0,2.0
2998,Hennur Road,1232.0,2.0,74.0,2.0
2999,Hennur Road,1232.0,2.0,66.0,2.0
3000,Hennur Road,1341.0,2.0,95.0,2.0
3001,Hennur Road,2700.0,3.0,150.0,3.0
3002,Hennur Road,1232.0,2.0,88.0,2.0
3003,Hennur Road,2365.0,4.0,175.0,3.0
3004,Hennur Road,1310.0,2.0,66.0,2.0
3005,Hennur Road,1552.0,3.0,75.0,3.0
3006,Hennur Road,1015.0,2.0,50.0,2.0
3007,Hennur Road,1186.0,2.0,55.33,3.0
3008,Hennur Road,2264.0,3.0,168.0,3.0
3009,Hennur Road,2002.0,3.0,120.0,3.0
3010,Hennur Road,1232.0,2.0,69.6,2.0
3011,Hennur Road,1195.0,2.0,73.0,2.0
3012,Hennur Road,1020.0,2.0,47.0,2.0
3013,Hennur Road,5100.0,6.0,375.0,5.0
3014,Hennur Road,1061.0,2.0,54.92,2.0
3015,Hennur Road,1585.0,2.0,80.0,3.0
3016,Hennur Road,1020.0,2.0,45.0,2.0
3017,Hennur Road,2041.0,3.0,128.0,3.0
3018,Hennur Road,1232.0,2.0,87.0,2.0
3019,Hennur Road,1066.0,2.0,52.23,2.0
3020,Hennur Road,973.0,2.0,56.0,2.0
3021,Hennur Road,1255.0,2.0,84.0,2.0
3022,Hennur Road,1232.0,2.0,83.0,2.0
3023,Hennur Road,1832.0,3.0,116.0,3.0
3024,Hennur Road,2050.0,3.0,120.0,3.0
3025,Hennur Road,1445.0,2.0,86.69,3.0
3026,Hennur Road,1445.0,2.0,83.0,3.0
3027,Hennur Road,1679.0,3.0,94.86,3.0
3028,Hennur Road,1482.0,2.0,68.9,3.0
3029,Hennur Road,1654.0,3.0,97.8,3.0
3030,Hennur Road,1480.0,3.0,100.0,3.0
3031,Hennur Road,1450.0,3.0,88.6,3.0
3032,Hennur Road,1155.0,2.0,69.18,2.0
3033,Hennur Road,1053.0,2.0,53.0,2.0
3034,Hennur Road,1195.0,2.0,59.0,2.0
3035,Hennur Road,1904.0,3.0,129.0,3.0
3036,Hennur Road,1981.0,3.0,134.0,3.0
3037,Hennur Road,1155.0,2.0,69.18,2.0
3038,Hennur Road,2000.0,4.0,90.0,4.0
3039,Hennur Road,1590.0,3.0,105.0,3.0
3040,Hennur Road,2041.0,3.0,138.0,3.0
3041,Hennur Road,1100.0,2.0,78.0,3.0
3042,Hennur Road,1880.0,4.0,154.0,4.0
3043,Hennur Road,1232.0,2.0,69.61,2.0
3044,Hennur Road,1748.0,3.0,103.0,3.0
3045,Hennur Road,1460.0,2.0,80.3,2.0
3046,Hennur Road,1570.0,3.0,75.99,3.0
3047,Hennur Road,1933.0,3.0,140.0,3.0
3048,Hennur Road,1030.0,2.0,46.5,2.0
3049,Hennur Road,1232.0,2.0,69.61,2.0
3050,Hennur Road,1450.0,3.0,79.0,3.0
3051,Hennur Road,1445.0,2.0,89.56,3.0
3052,Hennur Road,973.0,2.0,50.74,2.0
3053,Hennur Road,1482.0,2.0,83.73,3.0
3054,Hennur Road,1305.0,2.0,77.0,3.0
3055,Hennur Road,1672.0,3.0,86.0,3.0
3056,Hennur Road,1165.0,2.0,67.0,2.0
3057,Hennur Road,980.0,2.0,51.0,2.0
3058,Hennur Road,1232.0,2.0,80.0,2.0
3059,Hennur Road,1085.0,2.0,43.4,2.0
3060,Hennur Road,950.0,2.0,55.0,2.0
3061,Hennur Road,1140.0,2.0,56.0,2.0
3062,Hennur Road,1891.0,3.0,110.0,3.0
3063,Hennur Road,1735.0,3.0,78.0,3.0
3064,Hennur Road,1470.0,2.0,75.0,3.0
3065,Hennur Road,1165.0,2.0,52.0,2.0
3066,Hennur Road,1450.0,2.0,80.0,2.0
3067,Hennur Road,1155.0,2.0,69.18,2.0
3068,Hennur Road,1936.0,3.0,131.0,3.0
3069,Hoodi,985.0,2.0,67.0,2.0
3070,Hoodi,1715.0,2.0,95.0,3.0
3071,Hoodi,2118.0,4.0,111.0,4.0
3072,Hoodi,1425.0,2.0,80.0,2.0
3073,Hoodi,1420.0,2.0,75.0,2.0
3074,Hoodi,1639.0,3.0,110.0,3.0
3075,Hoodi,1606.0,3.0,89.55,3.0
3076,Hoodi,1639.0,3.0,98.32,3.0
3077,Hoodi,2090.0,4.0,95.1,4.0
3078,Hoodi,2863.0,4.0,140.0,4.0
3079,Hoodi,1512.0,3.0,75.77,3.0
3080,Hoodi,1026.0,2.0,60.87,2.0
3081,Hoodi,1050.0,2.0,50.0,2.0
3082,Hoodi,1400.0,2.0,78.0,2.0
3083,Hoodi,2400.0,5.0,160.0,5.0
3084,Hoodi,1196.0,2.0,71.74,2.0
3085,Hoodi,1553.0,3.0,83.09,3.0
3086,Hoodi,1500.0,2.0,84.0,2.0
3087,Hoodi,1055.0,2.0,57.63,2.0
3088,Hoodi,1925.0,2.0,114.0,3.0
3089,Hoodi,1400.0,2.0,82.0,2.0
3090,Hoodi,1746.0,3.0,84.95,3.0
3091,Hoodi,706.0,1.0,48.24,1.0
3092,Hoodi,1257.0,2.0,69.0,2.0
3093,Hoodi,1132.0,2.0,67.9,2.0
3094,Hoodi,1925.0,3.0,110.0,3.0
3095,Hoodi,1769.0,3.0,96.87,3.0
3096,Hoodi,1257.0,2.0,71.03,2.0
3097,Hoodi,1305.0,2.0,75.0,2.0
3098,Hoodi,1490.0,3.0,79.0,3.0
3099,Hoodi,1240.0,2.0,65.0,2.0
3100,Hoodi,1370.0,3.0,67.0,3.0
3101,Hoodi,1108.0,2.0,74.23,2.0
3102,Hoodi,1257.0,2.0,68.5,2.0
3103,Hoodi,1000.0,2.0,48.0,2.0
3104,Hoodi,1063.0,2.0,61.17,2.0
3105,Hoodi,1259.0,2.0,69.45,2.0
